student_id,session_id,session_date,age,level,vocabulary_score,grammar_score,fluency_score,response_time,correct_answers,incorrect_answers,feedback_received,adaptive_content,overall_performance,engagement_score,learning_efficiency,learning_outcome
756,756,2027-01-26,29,Advanced,48.08099056429357,40.1009258874117,40.270246183633496,10.059003440813395,11,8,Needs Improvement,0,42.81738754511292,87.93361355830052,0.8800759098800515,0
757,757,2027-01-27,20,Advanced,52.77466723278023,48.70408376557146,40.067313547828185,7.693996721601438,28,5,Excellent,1,47.182021515393295,88.8306280729564,0.7354163521780156,0
758,758,2027-01-28,23,Intermediate,87.33189770998035,45.85330207120843,58.905038489372544,9.220259327807625,11,2,Excellent,1,64.03007942352043,60.392296025238444,0.7168824964333722,0
759,759,2027-01-29,19,Advanced,68.00911291874559,62.45423725054734,47.16976850054463,11.863629983756477,12,6,Needs Improvement,0,59.21103955661252,65.15102509650927,0.8235981968476518,0
760,760,2027-01-30,20,Beginner,77.53647534996736,70.61290753809223,40.91930710757986,12.130787830332235,15,4,Needs Improvement,0,63.02289666521315,79.61293509279709,0.8736749597778153,0
761,761,2027-01-31,22,Advanced,67.89903693913199,50.65425043424041,63.20333447022523,16.74500347020803,12,0,Excellent,0,60.58554061453254,60.764180752053214,0.8178097340076824,0
762,762,2027-02-01,26,Beginner,67.62568073913626,86.95285479835935,87.15309487034858,16.25229844147269,19,2,Needs Improvement,0,80.57721013594806,61.90826988529502,0.8733207310482526,1
763,763,2027-02-02,19,Intermediate,44.707595506284896,40.33410646119439,56.19097874512157,11.852267068342027,15,4,Excellent,0,47.07756023753362,66.63236621080326,0.8545253128515355,0
764,764,2027-02-03,27,Beginner,57.18315963045515,78.61505075826715,73.05703392143482,17.68501023648157,25,6,Needs Improvement,0,69.61841477005237,75.37319306231653,0.9057121687858227,0
765,765,2027-02-04,25,Advanced,54.121544934325584,71.26023847652212,72.61176765662204,6.713557078870938,26,2,Excellent,0,65.99785035582325,76.37707677800422,0.894859729319617,0
766,766,2027-02-05,19,Advanced,59.536418280680664,58.677740052384095,52.55400518325839,8.830300253433522,28,5,Excellent,1,56.922721172107714,61.02783368380513,0.827273710961974,0
767,767,2027-02-06,28,Advanced,79.91720941121642,42.524447220620395,72.52126244119322,17.419646952533775,12,4,Excellent,0,64.98763969101002,65.11101752344594,0.8274985721259589,0
768,768,2027-02-07,22,Intermediate,58.59663339584324,71.37432858921397,50.616698714344565,10.669910579392297,27,0,Needs Improvement,1,60.1958868998006,74.99117020003966,0.7422335020036696,0
769,769,2027-02-08,24,Intermediate,62.584840961584135,59.28067564328241,46.100370678844456,19.717723381907632,16,9,Needs Improvement,1,55.988629094570335,77.81821862830216,0.8539715716289378,0
770,770,2027-02-09,25,Advanced,59.869069524265825,86.81335697066095,75.0691642779845,11.99379922291753,18,5,Needs Improvement,0,73.91719692430375,64.45205089458646,0.876153738440709,0
771,771,2027-02-10,18,Beginner,44.67039859876478,67.09950374448829,45.67204085519584,16.87903434445646,29,7,Needs Improvement,0,52.4806477328163,71.96524235840911,0.8429468192061478,0
772,772,2027-02-11,23,Intermediate,62.053607912539185,86.98257556467541,89.84546092946778,11.03460562073558,21,0,Excellent,1,79.62721480222746,87.13204309550858,0.7977122005260997,1
773,773,2027-02-12,18,Advanced,49.78046365222575,51.024184673665204,49.172620057511466,11.374302785936456,14,1,Excellent,0,49.99242279446747,89.96697861138516,0.9164945632755208,0
774,774,2027-02-13,19,Advanced,49.33616478865207,76.28629551820516,69.70709313782288,10.743247209262751,12,3,Excellent,0,65.10985114822671,89.61643364493423,0.7223984933935672,0
775,775,2027-02-14,18,Intermediate,44.701805221713315,70.86245104243628,60.56872857062947,15.786134307662177,20,1,Needs Improvement,1,58.71099494492635,86.45023530860617,0.9743321109262142,0
776,776,2027-02-15,28,Intermediate,57.83354870708824,76.97041149156559,46.319321120283355,13.212768260899917,13,8,Needs Improvement,1,60.374427106312396,71.83980263849837,0.7061930318637379,0
777,777,2027-02-16,22,Intermediate,77.87409423947088,50.73339319862684,41.39219537887067,19.156671670525537,14,9,Needs Improvement,1,56.66656093898947,80.59722876224353,0.9887050400314834,0
778,778,2027-02-17,27,Beginner,53.8220845291698,73.24972581188868,71.13661411464166,8.763354748011572,10,7,Excellent,0,66.06947481856672,72.49776683352596,0.8387066802803987,0
779,779,2027-02-18,26,Beginner,55.61745509427568,64.90201965284345,80.3378781894563,6.508440981251665,27,7,Needs Improvement,0,66.95245097885847,79.45581080472608,0.8238009832010623,0
780,780,2027-02-19,23,Advanced,72.13373288362118,77.1412487453158,82.1007830753372,10.898922276488229,21,3,Needs Improvement,1,77.12525490142473,69.2829741290845,0.7769332052389564,1
781,781,2027-02-20,28,Intermediate,49.79204062934595,56.35223220759089,64.13567365384672,14.25069061470164,22,4,Excellent,0,56.75998216359452,78.18606760830995,0.7030213404496849,0
782,782,2027-02-21,28,Beginner,84.84789652117672,84.50285127326262,78.87277335911928,17.911984053732425,18,3,Excellent,1,82.74117371785287,75.7127548965855,0.7824370793265399,1
783,783,2027-02-22,18,Intermediate,66.00952616257771,44.21506573056752,73.64235667442725,10.192953300204916,11,8,Needs Improvement,0,61.28898285585749,60.734407974396,0.7328199776381001,0
784,784,2027-02-23,18,Advanced,62.38014701601085,80.3594659395594,76.21272637495666,14.806801266866923,14,1,Excellent,1,72.98411311017564,83.72108711238342,0.8979462528080184,0
785,785,2027-02-24,19,Beginner,67.89100959646007,83.06598129075454,64.6299502610907,10.252980215348286,22,7,Needs Improvement,0,71.86231371610177,60.35693496735467,0.7957224916962178,0
786,786,2027-02-25,26,Beginner,48.30171567080977,80.86261556834106,71.67058701210635,14.258293744916871,25,1,Excellent,1,66.94497275041907,68.79467826759905,0.9301537985210985,0
787,787,2027-02-26,20,Beginner,70.67365693195882,65.6363197130888,80.27629567880285,18.272119205459763,25,0,Excellent,0,72.19542410795016,60.17772196362007,0.7620748562038351,0
788,788,2027-02-27,18,Advanced,58.15503683170052,61.91924900153806,59.89420877785115,8.470364633891135,12,9,Excellent,0,59.98949820369658,71.28604239885594,0.9700704572296328,0
789,789,2027-02-28,22,Intermediate,84.85931704823095,89.81311432624383,80.29894504337918,11.063624631605588,13,2,Needs Improvement,1,84.99045880595132,61.89481584492418,0.8568944545317497,1
790,790,2027-03-01,24,Beginner,48.44271033388431,51.45859756070811,69.60084213945314,19.898977946446198,20,8,Needs Improvement,0,56.50071667801518,87.40532900493724,0.7343518589406944,0
791,791,2027-03-02,23,Advanced,65.35255519327205,67.34379829380222,48.295051218539314,18.028355423741914,23,2,Needs Improvement,0,60.330468235204535,72.47037885488606,0.8202535706960437,0
792,792,2027-03-03,29,Intermediate,69.9056314684509,73.53377626911629,41.23420786122923,13.46959786844303,12,8,Excellent,1,61.55787186626548,73.7848732459323,0.7620281572209284,0
793,793,2027-03-04,18,Advanced,41.66918008931906,75.0433817930716,58.1376800199576,12.74941387781413,25,6,Excellent,0,58.28341396744943,70.49550708272565,0.7599056278504537,0
794,794,2027-03-05,22,Intermediate,58.18465623780701,50.20123328692893,67.334816414817,9.269005734570214,24,9,Excellent,0,58.57356864651765,78.82518462605299,0.8519109212956626,0
795,795,2027-03-06,22,Advanced,76.63176173504164,72.69970461699006,81.99101761017442,12.75814141540294,19,0,Excellent,0,77.1074946540687,83.53224349854611,0.9015676046909118,1
796,796,2027-03-07,23,Intermediate,81.01887537244866,80.91847832406687,46.37428400701231,17.72272247419921,18,9,Needs Improvement,1,69.43721256784261,79.44440229146934,0.9734854616510284,0
797,797,2027-03-08,20,Beginner,55.65809974086412,42.50092884105561,80.01031738417896,15.277617699166708,20,4,Needs Improvement,1,59.38978198869956,82.44621355185383,0.850648603229096,0
798,798,2027-03-09,22,Intermediate,79.92966361913756,85.57606466626582,83.15045230336135,9.3506604226698,25,8,Needs Improvement,1,82.88539352958826,87.17920990527782,0.9897516325174991,1
799,799,2027-03-10,24,Advanced,88.38779385516943,41.4752027572603,47.53437435004169,8.021958815802995,19,2,Excellent,1,59.13245698749048,85.90639595014287,0.9824904556220106,0
800,800,2027-03-11,22,Advanced,82.84369680375471,57.798551624419716,82.57971596521095,8.978128054952437,26,8,Excellent,1,74.40732146446179,80.22175358261087,0.959518758995308,0
801,801,2027-03-12,22,Intermediate,45.88219940796626,40.790659811648105,89.57267839213961,7.5463880208923975,28,4,Needs Improvement,0,58.74851253725132,66.43913888713286,0.8499931794887255,0
802,802,2027-03-13,22,Beginner,76.98651660427703,43.857258426979094,76.34194155241187,6.434610440355739,11,8,Excellent,0,65.728572194556,79.13108553125787,0.7422711831063951,0
803,803,2027-03-14,27,Beginner,55.98334162202724,85.55841425900395,79.2384840912494,11.287042616630824,11,9,Needs Improvement,1,73.59341332409353,75.18249287221533,0.7653713409446155,0
804,804,2027-03-15,27,Intermediate,89.42079947060382,57.74304153730739,89.72076337794367,6.699494065974015,15,5,Excellent,0,78.96153479528498,81.5165769303126,0.8943010008135927,1
805,805,2027-03-16,20,Intermediate,64.26794915799435,61.23857652125264,70.27406252629727,7.578688365906565,28,8,Excellent,0,65.26019606851476,84.98794945178744,0.8265264940852588,0
806,806,2027-03-17,18,Advanced,46.12169491794705,50.767219069127634,55.39431910081247,13.209870265092292,17,6,Needs Improvement,0,50.76107769596238,82.28164491559252,0.7440404895261988,0
807,807,2027-03-18,22,Beginner,76.25927740136953,69.85478850933599,81.87654170380279,7.468989105493621,12,6,Needs Improvement,0,75.9968692048361,85.39683509883855,0.8436981800917931,1
808,808,2027-03-19,26,Intermediate,56.150559919310695,69.74016073388948,70.72428887558156,5.958196511463543,23,7,Excellent,1,65.53833650959392,61.915991200230714,0.7052291636506137,0
809,809,2027-03-20,18,Beginner,89.85390785408308,58.610019591260965,69.05977118604783,9.760832750418277,25,6,Needs Improvement,1,72.5078995437973,60.94860114712392,0.9201686112698779,0
810,810,2027-03-21,20,Intermediate,88.9891228927261,56.651743590269916,52.68177777570192,8.304786479329513,10,8,Needs Improvement,0,66.10754808623265,67.75501703098782,0.7220743883469072,0
811,811,2027-03-22,21,Intermediate,72.80670090102903,84.2482154090294,77.81671347914434,12.72957781991565,12,8,Excellent,0,78.29054326306759,87.01998252325885,0.8887340859736357,1
812,812,2027-03-23,18,Beginner,46.49132244758588,59.16421198211007,44.083363793004814,6.53550626874814,27,5,Excellent,1,49.91296607423359,84.70977752951922,0.9379030922876799,0
813,813,2027-03-24,18,Intermediate,74.34304988375146,64.67504960772041,86.21435353973305,16.27656181524467,18,6,Excellent,0,75.07748434373498,80.48181893385934,0.7397931623361896,1
814,814,2027-03-25,25,Intermediate,44.65152432300136,54.16523812124653,56.291173038524235,18.59350279152708,15,1,Needs Improvement,0,51.70264516092404,81.02276002319148,0.8555916071998038,0
815,815,2027-03-26,19,Advanced,41.46820795511962,79.33847516785636,46.38873263949952,16.151527609342914,10,8,Excellent,0,55.7318052541585,81.80011407774637,0.9337202543078409,0
816,816,2027-03-27,29,Intermediate,81.1479223110743,59.87240784495458,62.11832665512094,12.992405561020913,19,0,Excellent,1,67.7128856037166,88.27808101454241,0.7781900364271004,0
817,817,2027-03-28,25,Intermediate,50.48764738418407,65.68055232721622,42.12349546282666,17.910017326833277,15,0,Excellent,1,52.763898391408986,84.96573456922673,0.7488749779004857,0
818,818,2027-03-29,24,Intermediate,58.95135631095487,52.66785850298307,74.23130971324832,15.423775696722613,21,2,Excellent,0,61.95017484239543,78.70171161081143,0.801045733290237,0
819,819,2027-03-30,27,Advanced,88.67286949880867,89.38297961706259,85.13527552226782,5.158266836752848,13,5,Excellent,0,87.73037487937968,79.97146305771422,0.8664097529749948,1
820,820,2027-03-31,27,Beginner,56.84202509305516,54.574787046186145,81.86315035692544,10.911352291617547,22,4,Needs Improvement,0,64.42665416538891,66.41220786183366,0.872583878456425,0
821,821,2027-04-01,19,Advanced,54.82448906416576,78.53712654527757,46.36847367239405,17.764278491102,26,1,Excellent,0,59.91002976061247,79.71956475468818,0.7392629000373061,0
822,822,2027-04-02,23,Advanced,85.91039998113877,61.37478251783796,46.313556855386594,10.187882869629039,17,8,Excellent,0,64.5329131181211,72.74037037255376,0.8372706543021915,0
823,823,2027-04-03,23,Beginner,45.5374222659479,50.310870254206996,80.6717241162132,5.528227602882852,29,9,Needs Improvement,0,58.84000554545603,64.58885611817232,0.7804846586618464,0
824,824,2027-04-04,20,Advanced,77.97912050573159,79.98593819824306,86.2127137301558,16.192694578284083,12,3,Excellent,1,81.39259081137682,84.19208457739722,0.9526072654194853,1
825,825,2027-04-05,28,Beginner,89.4032783326387,56.680339451452156,63.033491491674454,17.03057405424303,21,3,Excellent,1,69.70570309192176,75.30741299409436,0.7940725396192092,0
826,826,2027-04-06,19,Advanced,85.06480053873244,83.25966736989055,64.9485558456883,7.408905425649628,16,4,Needs Improvement,0,77.75767458477043,89.32275125068264,0.9516113573601579,1
827,827,2027-04-07,29,Beginner,72.5833959353213,85.76285924589115,55.913102069286296,13.060107452647717,21,7,Excellent,1,71.41978575016624,68.45038063423576,0.8285693837805376,0
828,828,2027-04-08,18,Intermediate,55.7030397496366,82.9911917695638,84.7132559128207,7.879331584935887,11,9,Needs Improvement,0,74.46916247734036,74.4201033691523,0.917975729747936,0
829,829,2027-04-09,23,Advanced,52.71609905891584,41.75039574034028,72.2451452646178,15.788516285662201,23,3,Excellent,0,55.57054668795797,73.43986364006605,0.8530180685632431,0
830,830,2027-04-10,29,Advanced,80.96275524357306,79.36866725025527,54.41257885836843,9.073256827662284,14,4,Needs Improvement,1,71.58133378406558,63.62338567297736,0.8865887872392929,0
831,831,2027-04-11,22,Advanced,83.99109569758477,60.56697332495719,54.93914355271258,9.743226838449951,18,3,Needs Improvement,1,66.49907085841818,72.78345836492339,0.8186069532584149,0
832,832,2027-04-12,28,Advanced,66.27174562728464,83.68614600911125,84.56000365318012,17.67456280460152,20,5,Excellent,0,78.172631763192,68.62660369262775,0.9304620303422473,1
833,833,2027-04-13,26,Intermediate,52.2169970393233,71.89771313423694,40.681701195291076,12.144835283103564,14,2,Needs Improvement,0,54.932137122950444,64.80961414100803,0.8275568150720974,0
834,834,2027-04-14,18,Advanced,45.64716042055868,81.68215670719792,56.136328636331925,15.046316768273718,12,7,Needs Improvement,1,61.155215254696174,68.46466752108418,0.8372384939757466,0
835,835,2027-04-15,24,Intermediate,44.35897339159156,64.97158849334177,67.71783406081846,11.035595760837015,26,5,Excellent,1,59.01613198191726,66.99755073799176,0.8553036004692871,0
836,836,2027-04-16,22,Intermediate,75.95387236769278,66.75127522994664,47.41087310496623,9.470102857906332,11,9,Excellent,0,63.37200690086856,82.02220593017634,0.949547235515795,0
837,837,2027-04-17,22,Intermediate,61.005936392386246,47.21938160668336,44.60493770997949,14.38217090636992,10,4,Needs Improvement,0,50.943418569683026,60.923255347774806,0.8978136785804395,0
838,838,2027-04-18,19,Intermediate,85.26799371389352,79.19936793446777,80.763816554528,7.322863611182319,16,1,Excellent,0,81.74372606762977,78.52388243739664,0.804748115969725,1
839,839,2027-04-19,28,Beginner,76.98356503633818,60.969480583348584,84.72021943242535,10.594997533502944,23,9,Needs Improvement,1,74.22442168403737,82.81984026070819,0.9010958901944628,0
840,840,2027-04-20,20,Beginner,49.56302089572934,65.00400591357914,81.18032103990947,8.135555560788834,14,9,Needs Improvement,0,65.2491159497393,74.4217036940692,0.8927279719025731,0
841,841,2027-04-21,24,Advanced,70.68887094078495,79.25488570478538,84.93939448686739,15.436924504111182,28,6,Excellent,1,78.29438371081257,87.94694940023756,0.9793057827639113,1
842,842,2027-04-22,23,Beginner,61.77527271990797,69.94227000397194,67.65559855291858,19.163132575191614,20,1,Excellent,0,66.45771375893283,81.23642085709605,0.9524249308076049,0
843,843,2027-04-23,29,Beginner,68.86248653843066,50.05493637213337,80.6129060495171,19.932664520237996,11,0,Needs Improvement,1,66.51010965336037,82.43770953934252,0.8942340771253744,0
844,844,2027-04-24,19,Advanced,76.90345616692585,69.51163295754463,59.20213191955502,11.75415215662386,17,6,Excellent,1,68.53907368134183,65.9080046232261,0.802452133205213,0
845,845,2027-04-25,23,Advanced,80.30979405018954,60.38164289898279,73.31339307395191,8.787955844546667,18,4,Excellent,1,71.33494334104141,83.31886727517221,0.9338729346583808,0
846,846,2027-04-26,19,Advanced,82.18686632033621,63.47627710219314,89.44177656945823,11.642440555764862,12,0,Needs Improvement,1,78.36830666399585,84.96284208249345,0.8725624879188403,1
847,847,2027-04-27,19,Beginner,52.69874372860124,41.41556372013339,51.28638619195637,17.709041149440857,11,3,Needs Improvement,0,48.46689788023033,70.83799165217968,0.9955809964302704,0
848,848,2027-04-28,19,Beginner,41.55577999586789,50.50146747581408,59.49498731455403,8.0900851782806,16,3,Needs Improvement,1,50.517411595412,66.40089204098913,0.7742518385709412,0
849,849,2027-04-29,28,Advanced,76.96473675823866,54.05190406905142,64.00236886550428,19.28143477479386,14,9,Needs Improvement,1,65.00633656426479,71.5515203761085,0.7238967522792661,0
850,850,2027-04-30,20,Intermediate,45.31718631278873,75.64800039294029,46.90077435100259,10.127986531972265,14,6,Needs Improvement,1,55.95532035224387,82.18823907000412,0.7209675435663843,0
851,851,2027-05-01,19,Advanced,55.74597943064838,40.574623664905765,44.051930523252835,19.787054891754572,29,8,Needs Improvement,0,46.790844539602325,72.52917017606109,0.8920091165055041,0
852,852,2027-05-02,21,Intermediate,40.19085670621736,60.4388630614566,81.48614331608121,17.579133313009436,22,1,Excellent,0,60.70528769458506,82.09955625674364,0.9817780686734572,0
853,853,2027-05-03,26,Intermediate,74.08347412008101,86.20134352128665,88.8397186413793,17.128558012210853,29,0,Needs Improvement,0,83.04151209424899,63.40693622932613,0.7005795742874515,1
854,854,2027-05-04,23,Advanced,48.35660057356106,45.594030827456194,60.23625319148293,9.768570106599253,15,1,Excellent,0,51.39562819750006,84.18035131465453,0.9177313140873332,0
855,855,2027-05-05,18,Advanced,72.76412048458292,65.82121941093055,44.38249180973266,5.131658179218942,29,6,Excellent,0,60.98927723508205,67.59622444927072,0.8971195547598836,0
856,856,2027-05-06,25,Advanced,89.58713085839194,79.32611911954235,43.290588034528824,10.731993632389816,27,9,Needs Improvement,0,70.73461267082104,67.46786963143781,0.9196912576658398,0
857,857,2027-05-07,29,Beginner,43.63354358050081,87.12656537600583,84.56591031801494,9.527140544940405,11,5,Excellent,1,71.77533975817387,77.71142895611582,0.8066216220287006,0
858,858,2027-05-08,24,Intermediate,43.85390059757304,77.3388319766859,63.190712486384,5.56095485613196,15,3,Needs Improvement,1,61.46114835354765,62.10354137240969,0.9461489333973565,0
859,859,2027-05-09,27,Beginner,57.01900463333374,76.0282774322203,56.001365828119596,12.580478847588946,18,0,Excellent,1,63.01621596455788,60.788931800540055,0.7134120794256585,0
860,860,2027-05-10,20,Beginner,83.31932571256709,81.32440450978812,63.823063561969974,11.045469669241049,12,0,Needs Improvement,0,76.15559792810839,67.83085995880347,0.9266293301866082,1
861,861,2027-05-11,18,Advanced,50.77649343956659,62.31006104887719,55.91520473461737,14.51834701612287,10,4,Needs Improvement,1,56.33391974102039,76.14202652204469,0.7801215824047263,0
862,862,2027-05-12,22,Beginner,58.01889099651738,80.29222663089166,64.451788765381,14.317794832911249,10,0,Needs Improvement,1,67.58763546426334,87.22849158675682,0.8430513324574215,0
863,863,2027-05-13,21,Advanced,43.425270331348976,40.398220237272554,82.97781984589685,6.811199538450202,28,6,Needs Improvement,0,55.60043680483946,85.3930552892192,0.9467908814671662,0
864,864,2027-05-14,27,Intermediate,78.15776456294446,86.22805276884024,69.61506855310478,19.654483191899338,14,0,Excellent,1,78.00029529496317,74.71339379762927,0.781407710557341,1
865,865,2027-05-15,25,Advanced,60.41531713797255,62.165325475858765,74.73268864050877,7.803971441621703,22,0,Excellent,0,65.77111041811337,61.111559810804785,0.755562253493168,0
866,866,2027-05-16,18,Beginner,77.96243665304215,67.66900939328738,58.233533811716825,11.679110371470568,28,1,Excellent,1,67.95499328601545,76.05758203887927,0.9043939556043652,0
867,867,2027-05-17,27,Beginner,85.18039221733974,52.744112445744115,76.92529392552593,12.321763151506023,21,9,Excellent,0,71.6165995295366,81.14386799775886,0.8600184674520414,0
868,868,2027-05-18,18,Advanced,51.638157355064436,77.12654164202107,73.33085424396862,17.1959419582118,25,2,Excellent,0,67.3651844136847,70.17493597575101,0.8543211606238553,0
869,869,2027-05-19,29,Advanced,80.36980151699757,43.83179032376244,45.97809988760282,6.4884439414197015,28,0,Needs Improvement,0,56.726563909454285,63.33189909844964,0.7770308546613739,0
870,870,2027-05-20,21,Beginner,42.95469450391266,83.63179012734176,68.63214265577923,11.429664188127976,12,8,Needs Improvement,1,65.07287576234455,68.35703859616979,0.7104640917460082,0
871,871,2027-05-21,25,Intermediate,84.94236940901237,81.40584145031714,52.8371748154879,14.42753255354306,21,9,Needs Improvement,1,73.06179522493915,83.14766593403442,0.823080741499515,0
872,872,2027-05-22,22,Intermediate,72.53842737793737,50.80300581223832,80.20478348167964,8.227334324360832,14,7,Needs Improvement,0,67.84873889061843,70.53731496849986,0.7319678441403303,0
873,873,2027-05-23,19,Advanced,83.71133620691758,80.46621991426312,61.29688542334697,14.412018481491092,11,4,Needs Improvement,0,75.15814718150922,84.3594447205713,0.9717967451947607,1
874,874,2027-05-24,23,Intermediate,40.0094199778291,79.31788665307408,89.73420825982436,18.85497256324479,16,1,Excellent,1,69.68717163024252,69.58564355422428,0.7123750970415191,0
875,875,2027-05-25,22,Beginner,48.45405351779962,71.61082988769745,44.62502189694819,19.962771967590122,22,4,Needs Improvement,1,54.89663510081508,64.90665115241454,0.8294952562553144,0
876,876,2027-05-26,19,Advanced,59.4879693713246,58.67600884498438,79.01739313700793,5.486766151860135,24,5,Needs Improvement,0,65.72712378443897,73.07545078540825,0.7156736751102484,0
877,877,2027-05-27,28,Beginner,58.97514516873593,53.57493770909339,73.68508667710782,8.533823423670164,12,0,Excellent,1,62.07838985164571,73.56823536867417,0.7286631623694299,0
878,878,2027-05-28,28,Beginner,51.33651914617553,51.5891795144675,78.37494152953528,9.654606736875461,29,3,Excellent,1,60.43354673005944,60.48324655648011,0.8976600000766066,0
879,879,2027-05-29,28,Intermediate,59.080596993360004,55.93044813818036,55.37648977452282,10.986891506674493,14,8,Needs Improvement,1,56.795844968687724,63.511352181189785,0.8941333782922284,0
880,880,2027-05-30,20,Advanced,46.44243560001274,85.17792217162652,64.60272446912003,8.633857363771511,17,1,Needs Improvement,0,65.4076940802531,65.54778056318452,0.7099156584638319,0
881,881,2027-05-31,26,Advanced,60.638056463301304,43.882038799439066,79.82542598618542,8.052319918329687,10,4,Excellent,0,61.44850708297526,63.407619521360246,0.700339442536261,0
882,882,2027-06-01,24,Intermediate,80.11771645796321,81.44356381264794,51.62706658104275,19.3183076362625,17,0,Needs Improvement,1,71.06278228388463,70.24578226264092,0.7236454231728352,0
883,883,2027-06-02,24,Beginner,63.95350315516756,57.44450375209118,51.3016598394326,18.777824041557768,27,3,Needs Improvement,0,57.56655558223045,88.93868566851054,0.9288996693135827,0
884,884,2027-06-03,28,Beginner,40.90000444726075,66.07996980056791,67.55254766474661,5.704887515046762,29,3,Needs Improvement,1,58.17750730419176,75.27667614981235,0.8753729418254521,0
885,885,2027-06-04,23,Beginner,61.07220207896237,79.72428168242453,66.17817897649279,10.082195324072723,25,5,Excellent,1,68.99155424595989,78.8266807161194,0.7114354735565475,0
886,886,2027-06-05,25,Beginner,41.35875080454221,84.21882735114856,54.11312352064664,11.0772283051761,27,9,Needs Improvement,0,59.896900558779144,70.69159435569085,0.8464291047618482,0
887,887,2027-06-06,21,Advanced,88.3121705353399,57.23907100363235,54.90378252624114,8.58521801998915,29,8,Needs Improvement,0,66.81834135507113,69.70463284929438,0.9136088071163354,0
888,888,2027-06-07,25,Advanced,46.37269797114345,63.092174063755515,53.892258160328275,14.433093454822632,21,2,Excellent,0,54.45237673174242,60.69440315745025,0.9606854183802418,0
889,889,2027-06-08,21,Intermediate,75.38441631653095,60.72580324083961,78.57560309992438,14.605711199663617,22,8,Excellent,1,71.56194088576497,75.01000967028067,0.9802109471977032,0
890,890,2027-06-09,25,Intermediate,88.63881614460429,40.66255167519553,72.59504327812303,17.757563424928954,22,5,Excellent,1,67.29880369930761,74.50827020255,0.79823216888622,0
891,891,2027-06-10,26,Advanced,81.30195258332859,54.79714444293283,81.62085917051263,16.113039025778267,19,6,Needs Improvement,0,72.57331873225802,64.7349217854337,0.7407497285239797,0
892,892,2027-06-11,20,Advanced,74.96576875631018,62.95946168662809,88.7736514157011,13.138599904489334,16,9,Excellent,0,75.56629395287979,82.92972000620111,0.7710777762194342,1
893,893,2027-06-12,20,Beginner,81.97304547503835,60.55468044402199,63.70821481359932,14.803801550666298,23,1,Needs Improvement,0,68.74531357755322,74.78022990933009,0.9328514476120671,0
894,894,2027-06-13,28,Beginner,89.08993466303139,76.09646137578397,43.33469407027244,9.109831723145271,25,9,Excellent,1,69.5070300363626,70.16981910484719,0.9914452645126932,0
895,895,2027-06-14,19,Intermediate,71.06722486267648,59.240180861055165,42.40461552060177,13.895842849510364,24,5,Needs Improvement,1,57.57067374811114,64.40726727068781,0.8399180852081142,0
896,896,2027-06-15,27,Advanced,67.95924034146633,64.46882244853352,54.78325196358096,12.338408821248787,21,5,Excellent,1,62.403771584526936,76.56482480913037,0.7916059640643369,0
897,897,2027-06-16,20,Intermediate,71.41190552316407,61.480429606618166,86.62722946762254,7.000167009745556,18,1,Needs Improvement,0,73.17318819913493,82.5845107826643,0.8287571745880103,0
898,898,2027-06-17,20,Advanced,66.63379433807775,77.03130744471852,66.16065274854374,8.638164148744561,17,1,Needs Improvement,0,69.94191817711334,68.45998058054914,0.7914439433935397,0
899,899,2027-06-18,22,Beginner,71.75445529548594,83.14861994934813,53.58932580400646,9.375401760823792,27,1,Excellent,1,69.49746701628017,66.56383054730168,0.7769462569621463,0
900,900,2027-06-19,22,Intermediate,62.49211039862796,66.59445395037571,59.95833972555098,18.86464350578837,27,9,Excellent,0,63.01496802485155,75.65804892193731,0.8781252257221539,0
901,901,2027-06-20,19,Intermediate,50.922159144165356,79.47160970975956,69.92975537023354,8.455799590788342,22,0,Needs Improvement,0,66.77450807471949,64.66029907530051,0.7047207941120632,0
902,902,2027-06-21,29,Advanced,46.01236132558378,54.83933410099253,72.64748290689211,9.338658542295022,27,4,Excellent,0,57.83305944448947,79.99840159782855,0.7778656745994964,0
903,903,2027-06-22,27,Beginner,43.41704677661302,67.06848050786343,47.695975489145255,10.540311951341485,24,7,Needs Improvement,0,52.727167591207234,78.16030883832691,0.8984146233534966,0
904,904,2027-06-23,23,Intermediate,53.16578918766,57.26149768349862,88.85158382725879,14.956141079380805,13,1,Excellent,1,66.42629023280581,62.612461487742856,0.7096188088920414,0
905,905,2027-06-24,22,Beginner,42.30617821678669,60.71004627859152,67.23861134913943,6.773575887082108,26,4,Excellent,0,56.751611948172545,61.095611381441216,0.7249605449526805,0
906,906,2027-06-25,23,Intermediate,68.35853899596928,76.62069324063343,46.78441588961397,19.30917818740664,14,7,Needs Improvement,1,63.921216042072224,78.60865957765755,0.7880188434357354,0
907,907,2027-06-26,18,Beginner,54.191422351176016,84.08312411663564,84.68176266730669,17.983568301421467,25,9,Excellent,1,74.31876971170611,68.82881321966222,0.9633414395826955,0
908,908,2027-06-27,22,Advanced,81.2267404043516,46.07476955438827,43.73192155397144,13.658241095134253,18,4,Excellent,0,57.01114383757044,62.593372595201956,0.9294658480495889,0
909,909,2027-06-28,26,Intermediate,43.71204364941932,71.73196282436902,85.38677165887563,15.110568011374351,19,1,Needs Improvement,1,66.94359271088798,82.7828611486946,0.706646988824873,0
910,910,2027-06-29,29,Intermediate,51.317574717074294,69.10719037888992,89.82828281444912,5.24990706866324,27,2,Needs Improvement,1,70.08434930347111,69.42132009052932,0.8505138450065475,0
